latitude,longitude,intensity
48.85163,2.36279,1
48.85165,2.27325,1
48.85169,2.345,1
48.85169,2.39955,1
48.85174,2.35675,1
48.85178,2.33815,1
48.85179,2.35649,1
48.85182,2.26456,1
48.85182,2.40169,1
48.85184,2.33738,1
48.85185,2.26891,1
48.85186,2.33466,1
48.85189,2.33045,1
48.85194,2.37793,1
48.85202,2.36758,1
48.85206,2.38943,1
48.85212,2.34161,1
48.85214,2.29352,1
48.852158,2.29973,1
48.852183,2.399291,1
48.85224,2.35749,1
48.85228,2.26019,1
48.85232,2.2746,1
48.85233,2.33448,1
48.85245,2.29116,1
48.85246,2.39136,1
48.85248,2.37412,1
48.8525,2.33277,1
48.85251,2.364,1
48.85253,2.3391,1
48.85257,2.33335,1
48.85258,2.32631,1
48.85258,2.39332,1
48.852623,2.339076,1
48.852637,2.400215,1
48.85268,2.26445,1
48.85269,2.35612,1
48.85275,2.29276,1
48.85281,2.32514,1
48.85281,2.34624,1
48.85282,2.29931,1
48.85287,2.32706,1
48.85289,2.32516,1
48.85293,2.36276,1
48.85306,2.3378,1
48.85315,2.26705,1
48.85315,2.32704,1
48.85315,2.33782,1
48.85318,2.33173,1
48.85318,2.33902,1
48.85321,2.33508,1
48.853248,2.366746,1
48.85325,2.33081,1
48.85335,2.27114,1
48.85335,2.34545,1
48.85336,2.36679,1
48.8534,2.34085,1
48.853428,2.358279,1
48.85343,2.29739,1
48.85346,2.39477,1
48.85353,2.33615,1
48.85359,2.37295,1
48.85365,2.37291,1
48.85378,2.26601,1
48.85381,2.34271,1
48.85382,2.30888,1
48.85384,2.27721,1
48.85387,2.2778,1
48.85389,2.29389,1
48.853944,2.266671,1
48.85398,2.37111,1
48.85407,2.32354,1
48.85412,2.27611,1
48.85413,2.37193,1
48.85421,2.34202,1
48.85422,2.38645,1
48.85431,2.34144,1
48.85431,2.36402,1
48.85432,2.28329,1
48.85432,2.40033,1
48.85433,2.3134,1
48.854334,2.313403,1
48.85437,2.3816,1
48.85439,2.27029,1
48.85442,2.30626,1
48.85449,2.28109,1
48.85452,2.37604,1
48.85459,2.29087,1
48.854591,2.303854,1
48.85466,2.33921,1
48.85468,2.29668,1
48.85469,2.27658,1
48.85481,2.266,1
48.85493,2.39573,1
48.85494,2.35922,1
48.85498,2.39046,1
48.855,2.28264,1
48.855083,2.345992,1
48.855114,2.257791,1
48.85512,2.32651,1
48.855154,2.253781,1
48.85517,2.27331,1
48.8552,2.29486,1
48.85522,2.28045,1
48.85524,2.3249,1
48.85526,2.27164,1
48.85533,2.26898,1
48.85536,2.33387,1
48.85537,2.28057,1
48.85544,2.25736,1
48.855457,2.265946,1
48.85546,2.2952,1
48.85546,2.34293,1
48.8555,2.33775,1
48.8555,2.36039,1
48.85553,2.27361,1
48.85568,2.27728,1
48.85568,2.39014,1
48.85572,2.38166,1
48.85579,2.32608,1
48.85594,2.29458,1
48.85595,2.27831,1
48.85595,2.35954,1
48.85595,2.39467,1
48.85616,2.33007,1
48.85622,2.28265,1
48.85625,2.28439,1
48.85625,2.35671,1
48.85628,2.30741,1
48.85629,2.33671,1
48.85634,2.34303,1
48.85636,2.33561,1
48.85638,2.39495,1
48.856475,2.336059,1
48.85651,2.27963,1
48.85653,2.3639,1
48.85658,2.28493,1
48.85658,2.30615,1
48.85662,2.26442,1
48.85667,2.32421,1
48.85671,2.39661,1
48.85672,2.36359,1
48.85675,2.368,1
48.856752,2.34157,1
48.85677,2.30707,1
48.85683,2.40561,1
48.85684,2.28274,1
48.85686,2.30577,1
48.856864,2.396446,1
48.85689,2.26915,1
48.85689,2.27769,1
48.85692,2.32717,1
48.85692,2.40869,1
48.85693,2.3746,1
48.85698,2.30561,1
48.85703,2.37777,1
48.85707,2.30684,1
48.85716,2.26858,1
48.85728,2.26945,1
48.85737,2.28177,1
48.857407,2.377653,1
48.85743,2.28266,1
48.85752,2.26413,1
48.85753,2.27767,1
48.85755,2.40149,1
48.85757,2.35763,1
48.85757,2.35876,1
48.85764,2.353865,1
48.85766,2.30378,1
48.85774,2.27967,1
48.85776,2.30063,1
48.8578,2.27468,1
48.85785,2.3009,1
48.85785,2.3318,1
48.85787,2.27857,1
48.85798,2.3997,1
48.857993,2.381153,1
48.857994,2.381153,1
48.858,2.31761,1
48.85801,2.317615,1
48.85807,2.39025,1
48.85808,2.27409,1
48.85809,2.27294,1
48.85811,2.35647,1
48.85813,2.28514,1
48.85819,2.34508,1
48.85819,2.34551,1
48.85822,2.35306,1
48.85824,2.35581,1
48.85825,2.3858,1
48.85828,2.3092,1
48.85833,2.32814,1
48.85834,2.32099,1
48.85839,2.28828,1
48.85844,2.28071,1
48.85846,2.35147,1
48.85848,2.28715,1
48.85851,2.31788,1
48.858582,2.284702,1
48.85862,2.32013,1
48.85868,2.30092,1
48.85877,2.38244,1
48.8588,2.30755,1
48.85882,2.32866,1
48.85883,2.30788,1
48.85891,2.27815,1
48.85891,2.33127,1
48.85892,2.30906,1
48.85898,2.35368,1
48.858981,2.30908,1
48.85921,2.35518,1
48.85921,2.36673,1
48.85924,2.35524,1
48.85927,2.35523,1
48.85931,2.28029,1
48.85935,2.268,1
48.85937,2.3504,1
48.85941,2.28671,1
48.85948,2.2792,1
48.85951,2.27444,1
48.85952,2.37756,1
48.859565,2.301588,1
48.85963,2.30338,1
48.85964,2.30793,1
48.85965,2.30774,1
48.85967,2.34612,1
48.85972,2.27754,1
48.85979,2.30094,1
48.85981,2.30621,1
48.85981,2.30815,1
48.85985,2.31496,1
48.85989,2.27231,1
48.85996,2.35397,1
48.85997,2.30266,1
48.859982,2.406641,1
48.85999,2.27842,1
48.85999,2.28139,1
48.860001,2.34,1
48.860012,2.295806,1
48.86006,2.28512,1
48.86014,2.38346,1
48.86025,2.31139,1
48.86025,2.40418,1
48.86026,2.31139,1
48.86027,2.36042,1
48.86031,2.30597,1
48.86035,2.30578,1
48.86049,2.28149,1
48.86058,2.40619,1
48.860598,2.342132,1
48.860757,2.284884,1
48.86085,2.35479,1
48.8609,2.30557,1
48.86094,2.27732,1
48.86097,2.31509,1
48.860973,2.344509,1
48.86098,2.27516,1
48.861004,2.373669,1
48.86103,2.27911,1
48.861076,2.264538,1
48.86117,2.35357,1
48.86117,2.37414,1
48.86128,2.34373,1
48.861303,2.303545,1
48.86132,2.35838,1
48.861333,2.280827,1
48.86134,2.36999,1
48.86137,2.34806,1
48.86149,2.28092,1
48.86153,2.28107,1
48.86153,2.36293,1
48.86158,2.28276,1
48.86162,2.35653,1
48.86168,2.34903,1
48.8617,2.27178,1
48.8617,2.28247,1
48.86171,2.36758,1
48.86183,2.28424,1
48.86186,2.37964,1
48.86193,2.4026,1
48.86197,2.3507,1
48.86229,2.34028,1
48.86233,2.34474,1
48.86236,2.35567,1
48.86252,2.3656,1
48.86255,2.33986,1
48.86267,2.2807,1
48.86276,2.27331,1
48.8629,2.27573,1
48.86294,2.3575,1
48.86317,2.362,1
48.86321,2.40418,1
48.86327,2.35671,1
48.86331,2.3995,1
48.86335,2.335,1
48.86337,2.27685,1
48.86342,2.38917,1
48.86345,2.27442,1
48.863457,2.344067,1
48.86348,2.35911,1
48.86352,2.34907,1
48.86358,2.3473,1
48.86371,2.34001,1
48.863731,2.334461,1
48.863773,2.35865,1
48.86379,2.36279,1
48.863907,2.364012,1
48.86398,2.29072,1
48.86398,2.34556,1
48.86403,2.27584,1
48.864048,2.331053,1
48.86405,2.33105,1
48.86406,2.39863,1
48.86407,2.33357,1
48.86409,2.35883,1
48.8641,2.35577,1
48.86413,2.35553,1
48.8642,2.33328,1
48.8642,2.34716,1
48.86423,2.34554,1
48.86427,2.36007,1
48.8643,2.35785,1
48.86437,2.27498,1
48.86445,2.398,1
48.86461,2.37294,1
48.864856,2.30191,1
48.86488,2.29099,1
48.864887,2.357141,1
48.8649,2.32886,1
48.8649,2.39882,1
48.864975,2.331641,1
48.865017,2.281954,1
48.86503,2.38365,1
48.86504,2.35614,1
48.86505,2.36589,1
48.86507,2.34753,1
48.86507,2.3747,1
48.86516,2.33321,1
48.86519,2.293183,1
48.865257,2.397964,1
48.86526,2.34948,1
48.86527,2.38333,1
48.86532,2.39867,1
48.86537,2.34696,1
48.86558,2.33689,1
48.86561,2.36042,1
48.86564,2.28887,1
48.86565,2.35927,1
48.86566,2.28572,1
48.86568,2.29269,1
48.86569,2.34523,1
48.86572,2.30428,1
48.86572,2.3325,1
48.86572,2.33441,1
48.86581,2.34891,1
48.86584,2.34469,1
