latitude,longitude,intensity
48.86586,2.32588,1
48.86597,2.33173,1
48.866,2.288167,1
48.86605,2.27711,1
48.866161,2.287383,1
48.86619,2.34806,1
48.866197,2.304211,1
48.86624,2.33549,1
48.86631,2.27616,1
48.866356,2.333168,1
48.86636,2.38318,1
48.86637,2.27601,1
48.86639,2.28086,1
48.86646,2.34709,1
48.86648,2.35785,1
48.8666,2.34573,1
48.86661,2.29518,1
48.86662,2.36981,1
48.86664,2.28594,1
48.866648,2.33738,1
48.86666,2.28129,1
48.86678,2.33504,1
48.86679,2.3367,1
48.86681,2.3518,1
48.86705,2.3754,1
48.86708,2.30775,1
48.86714,2.35452,1
48.86726,2.2974,1
48.86726,2.30319,1
48.86731,2.34805,1
48.86731,2.3825,1
48.86736,2.27762,1
48.8674,2.38478,1
48.86741,2.27391,1
48.86742,2.40548,1
48.86751,2.35781,1
48.86764,2.33147,1
48.86768,2.27276,1
48.86771,2.35692,1
48.86773,2.39955,1
48.86774,2.29699,1
48.867762,2.368388,1
48.86781,2.35928,1
48.86786,2.28106,1
48.86788,2.33196,1
48.86792,2.29806,1
48.86792,2.39736,1
48.86793,2.33628,1
48.86797,2.2856,1
48.86811,2.39353,1
48.86814,2.35187,1
48.86816,2.32391,1
48.86823,2.30438,1
48.86826,2.40681,1
48.86829,2.28442,1
48.86846,2.2785,1
48.86846,2.34934,1
48.86859,2.30636,1
48.86878,2.39561,1
48.86879,2.29691,1
48.86879,2.29717,1
48.8688,2.32183,1
48.86883,2.33638,1
48.86884,2.32325,1
48.86886,2.29221,1
48.8689,2.29733,1
48.86894,2.28635,1
48.86894,2.40014,1
48.869,2.35133,1
48.86905,2.32386,1
48.8692,2.28393,1
48.86922,2.36846,1
48.86925,2.31692,1
48.86927,2.28996,1
48.86928,2.28897,1
48.86931,2.34952,1
48.86944,2.32995,1
48.869494,2.310033,1
48.869549,2.305482,1
48.8696,2.37711,1
48.86962,2.3222,1
48.86972,2.32697,1
48.86973,2.39247,1
48.86977,2.37471,1
48.869796,2.28477,1
48.86981,2.33111,1
48.86982,2.29786,1
48.86987,2.3959,1
48.86992,2.31148,1
48.86993,2.3348,1
48.86996,2.32682,1
48.86996,2.4001,1
48.87004,2.27831,1
48.87014,2.30989,1
48.87026,2.29591,1
48.87036,2.29272,1
48.87037,2.284595,1
48.87039,2.38855,1
48.870431,2.284255,1
48.87049,2.32119,1
48.87049,2.3841,1
48.870544,2.360823,1
48.87056,2.39863,1
48.870631,2.281368,1
48.87068,2.27584,1
48.870683,2.285082,1
48.8707,2.28943,1
48.870778,2.280724,1
48.87081,2.3178,1
48.870841,2.283783,1
48.870855,2.284727,1
48.870939,2.281058,1
48.87094,2.284134,1
48.870986,2.281208,1
48.870995,2.282066,1
48.87101,2.32053,1
48.87104,2.38982,1
48.87106,2.31814,1
48.87106,2.33861,1
48.87106,2.35986,1
48.87113,2.28623,1
48.87118,2.30802,1
48.87118,2.30949,1
48.871243,2.320088,1
48.871262,2.309732,1
48.871269,2.325142,1
48.87133,2.29518,1
48.87136,2.32709,1
48.87138,2.40339,1
48.87142,2.3139,1
48.87151,2.40455,1
48.87154,2.36684,1
48.87158,2.36361,1
48.87161,2.28679,1
48.871742,2.4035,1
48.87176,2.31128,1
48.87179,2.38536,1
48.87181,2.39735,1
48.87182,2.36031,1
48.87185,2.29148,1
48.87186,2.39595,1
48.871888,2.281938,1
48.87197,2.30877,1
48.87203,2.29267,1
48.8722,2.30462,1
48.87223,2.40599,1
48.872242,2.305089,1
48.87227,2.30708,1
48.87227,2.3261,1
48.872288,2.373615,1
48.87236,2.30693,1
48.8724,2.3239,1
48.87241,2.37375,1
48.87243,2.326,1
48.87243,2.35597,1
48.872444,2.328159,1
48.87246,2.40416,1
48.87252,2.38022,1
48.87254,2.37116,1
48.872635,2.323831,1
48.872723,2.324065,1
48.872765,2.324049,1
48.87287,2.3051,1
48.87301,2.3561,1
48.873029,2.400131,1
48.873032,2.37018,1
48.87309,2.40072,1
48.87311,2.3418,1
48.87313,2.34558,1
48.87315,2.40945,1
48.873162,2.30549,1
48.87318,2.28398,1
48.87322,2.28491,1
48.87324,2.38879,1
48.87325,2.39657,1
48.87332,2.3703,1
48.87336,2.30334,1
48.87337,2.34915,1
48.87343,2.27948,1
48.873433,2.381363,1
48.87351,2.30083,1
48.87354,2.28612,1
48.87362,2.30387,1
48.873808,2.288185,1
48.87382,2.34993,1
48.873872,2.396371,1
48.87391,2.28002,1
48.873917,2.336978,1
48.87393,2.35524,1
48.87395,2.33697,1
48.87401,2.34238,1
48.87405,2.29874,1
48.87405,2.307025,1
48.87405,2.34792,1
48.87409,2.30807,1
48.87411,2.28603,1
48.87419,2.28616,1
48.87423,2.29955,1
48.87425,2.28603,1
48.87427,2.33112,1
48.87428,2.28594,1
48.8743,2.28599,1
48.87431,2.38264,1
48.87432,2.36589,1
48.87435,2.28845,1
48.87436,2.32276,1
48.874424,2.28577,1
48.87448,2.34273,1
48.874504,2.285958,1
48.87452,2.30394,1
48.87455,2.332255,1
48.87456,2.30812,1
48.87459,2.33088,1
48.87464,2.29956,1
48.87466,2.28605,1
48.87473,2.39283,1
48.874813,2.366489,1
48.87488,2.282,1
48.874951,2.284857,1
48.874954,2.30158,1
48.87497,2.30176,1
48.87502,2.29002,1
48.875046,2.365359,1
48.87512,2.29902,1
48.87513,2.33789,1
48.87515,2.39496,1
48.87519,2.33775,1
48.87521,2.37633,1
48.87523,2.29825,1
48.87536,2.284857,1
48.87545,2.323,1
48.875494,2.32317,1
48.875511,2.288449,1
48.87552,2.31759,1
48.875549,2.317684,1
48.87557,2.31268,1
48.87573,2.37392,1
48.87576,2.29443,1
48.87586,2.30137,1
48.876048,2.300144,1
48.87608,2.29516,1
48.87612,2.39388,1
48.87615,2.28964,1
48.87617,2.30237,1
48.87624,2.37581,1
48.87626,2.34727,1
48.87628,2.33849,1
48.87636,2.31072,1
48.87638,2.40225,1
48.876382,2.395172,1
48.8764,2.29432,1
48.876484,2.362769,1
48.876518,2.295045,1
48.87653,2.34065,1
48.87668,2.31871,1
48.87673,2.38365,1
48.87679,2.30745,1
48.876812,2.405023,1
48.876835,2.361012,1
48.876846,2.337717,1
48.87694,2.29172,1
48.87705,2.28763,1
48.87718,2.31164,1
48.877193,2.336658,1
48.87721,2.32895,1
48.87722,2.33721,1
48.87728,2.29943,1
48.87734,2.35157,1
48.87743,2.29879,1
48.87751,2.28845,1
48.87754,2.28949,1
48.87757,2.31255,1
48.877635,2.385674,1
48.87773,2.34353,1
48.8778,2.30517,1
48.87784,2.31962,1
48.87804,2.38523,1
48.8782,2.31988,1
48.87822,2.29687,1
48.87825,2.35338,1
48.87832,2.32052,1
48.878346,2.35274,1
48.87842,2.28949,1
48.87847,2.36704,1
48.878562,2.360369,1
48.87862,2.29188,1
48.87865,2.29344,1
48.87874,2.31285,1
48.87876,2.39782,1
48.87879,2.29618,1
48.87886,2.32828,1
48.87894,2.30131,1
48.87897,2.36534,1
48.879018,2.337906,1
48.87913,2.34737,1
48.87916,2.338,1
48.87918,2.36259,1
48.87927,2.34307,1
48.879311,2.34343,1
48.87936,2.31761,1
48.87943,2.32699,1
48.879471,2.36495,1
48.879589,2.331347,1
48.8796,2.33133,1
48.87961,2.29638,1
48.8797,2.29144,1
48.87975,2.29962,1
48.87979,2.28793,1
48.87982,2.29505,1
48.87982,2.34605,1
48.8799,2.34469,1
48.87992,2.29301,1
48.87995,2.33731,1
48.87999,2.34448,1
48.88002,2.364036,1
48.88027,2.34339,1
48.8803,2.31674,1
48.88036,2.3338,1
48.88039,2.29046,1
48.88043,2.2857,1
48.88047,2.34524,1
48.88049,2.354835,1
48.88051,2.36595,1
48.88063,2.35762,1
48.88066,2.37129,1
48.88068,2.2963,1
48.88074,2.30229,1
48.88081,2.31077,1
48.88088,2.31135,1
48.88088,2.36541,1
48.8809,2.30392,1
48.88095,2.28847,1
48.88095,2.34494,1
48.88098,2.31709,1
48.88105,2.33582,1
48.88107,2.29401,1
48.88111,2.33175,1
48.88121,2.38849,1
48.881238,2.298745,1
48.88149,2.37239,1
48.8815,2.29416,1
48.88156,2.32824,1
48.88163,2.36626,1
48.88211,2.33784,1
48.88223,2.32011,1
48.88224,2.367909,1
48.88236,2.34688,1
48.88237,2.28852,1
48.8824,2.285,1
48.88245,2.38829,1
48.88247,2.38628,1
48.8825,2.33084,1
48.88254,2.34137,1
48.88256,2.29738,1
48.88256,2.30597,1
48.8826,2.33611,1
48.88273,2.2911,1
48.88275,2.3174,1
48.88275,2.37652,1
48.88277,2.29931,1
48.88278,2.30424,1
48.8828,2.34269,1
48.8828,2.36051,1
48.88296,2.38611,1
48.88299,2.28863,1
48.88307,2.38739,1
48.88309,2.38755,1
48.88311,2.34121,1
48.88312,2.28584,1
48.88333,2.38841,1
48.88336,2.31719,1
48.88337,2.3198,1
48.88363,2.34253,1
48.88366,2.29699,1
48.88371,2.31228,1
48.88372,2.36695,1
48.883728,2.384599,1
48.8838,2.30356,1
48.88383,2.38057,1
48.88385,2.36723,1
48.88396,2.28259,1
48.884,2.30533,1
48.88403,2.33747,1
48.88409,2.34635,1
48.88413,2.32301,1
48.88416,2.33634,1
48.884162,2.299726,1
48.88417,2.31466,1
48.88432,2.33908,1
48.88441,2.33983,1
48.88444,2.31706,1
48.88462,2.35223,1
48.88476,2.38256,1
48.8848,2.29264,1
48.88487,2.34179,1
48.88503,2.34023,1
48.88508,2.3415,1
48.8851,2.3381,1
48.88517,2.30232,1
48.88518,2.29232,1
48.88518,2.38372,1
48.8853,2.30601,1
48.88537,2.31021,1
48.88549,2.33995,1
48.88553,2.32602,1
48.885578,2.383342,1
48.88558,2.30678,1
48.88559,2.31024,1
48.88562,2.33982,1
48.885666,2.381866,1
48.88569,2.3386,1
48.885738,2.394223,1
48.88574,2.33536,1
48.88581,2.33355,1
48.88584,2.33908,1
48.88588,2.38782,1
48.88597,2.36635,1
48.88602,2.31929,1
48.88609,2.34512,1
48.88611,2.31376,1
48.88621,2.30998,1
48.886223,2.336501,1
48.88625,2.29057,1
48.886257,2.35974,1
48.88639,2.33594,1
48.886471,2.310196,1
48.8865,2.34498,1
48.88653,2.31385,1
48.88657,2.31928,1
48.88661,2.34771,1
48.88682,2.31993,1
48.88691,2.29414,1
48.88692,2.34605,1
48.88702,2.34631,1
48.88713,2.33994,1
48.88722,2.35821,1
48.88732,2.32077,1
48.88738,2.31978,1
48.88738,2.3464,1
48.88751,2.3521,1
48.88753,2.30747,1
48.88755,2.38778,1
48.88758,2.31263,1
48.88765,2.35627,1
48.88768,2.30035,1
48.887707,2.359654,1
48.88772,2.30487,1
48.88772,2.32816,1
48.887749,2.324274,1
48.88775,2.38641,1
48.88777,2.33451,1
48.88786,2.32641,1
48.8879,2.33778,1
48.888023,2.303247,1
48.888029,2.312065,1
48.888077,2.325827,1
48.88812,2.34607,1
48.88822,2.30279,1
48.88823,2.3323,1
48.88825,2.33896,1
48.88837,2.35104,1
48.88838,2.3053,1
48.88842,2.32347,1
48.88844,2.38152,1
48.88852,2.3026,1
48.88861,2.34764,1
48.88865,2.31924,1
48.88867,2.34483,1
48.88873,2.30373,1
48.88877,2.30881,1
48.88881,2.38412,1
48.88882,2.31832,1
48.88908,2.33637,1
48.88913,2.37728,1
48.88918,2.35371,1
48.88944,2.30675,1
48.88944,2.35833,1
48.889519,2.35792,1
48.89027,2.37708,1
48.89033,2.36257,1
48.89035,2.33533,1
48.890732,2.340953,1
48.89078,2.33346,1
48.89083,2.34781,1
48.89096,2.3391,1
48.89101,2.33004,1
48.8911,2.34384,1
48.89129,2.32823,1
48.89133,2.3241,1
48.891376,2.363286,1
48.89153,2.32384,1
48.89162,2.33611,1
48.89181,2.36531,1
48.89182,2.33513,1
48.891899,2.343147,1
48.8919,2.34831,1
48.89191,2.34306,1
48.89196,2.348709,1
48.89202,2.3215,1
48.89203,2.32084,1
48.89204,2.37475,1
48.89211,2.37966,1
48.89218,2.33581,1
48.89225,2.30824,1
48.89228,2.32095,1
48.8923,2.33605,1
48.89235,2.35962,1
48.89237,2.32241,1
48.892426,2.335563,1
48.8925,2.34145,1
48.89254,2.34715,1
48.89258,2.31648,1
48.89267,2.38055,1
48.892761,2.380489,1
48.89292,2.37281,1
48.8933,2.37708,1
48.89363,2.35103,1
48.89366,2.33291,1
48.89372,2.33301,1
48.89381,2.32547,1
48.89394,2.338627,1
48.89395,2.342,1
48.89403,2.34739,1
48.894093,2.377856,1
48.89417,2.33251,1
48.89422,2.31454,1
48.89445,2.32775,1
48.89456,2.3411,1
48.89456,2.37815,1
48.89461,2.32082,1
48.89475,2.37442,1
48.89496,2.33581,1
48.895,2.34029,1
48.89572,2.34297,1
48.895725,2.339944,1
48.89587,2.35882,1
48.89599,2.33788,1
48.89609,2.37594,1
48.896168,2.32337,1
48.89643,2.33913,1
48.898216,2.359513,1
48.89832,2.38465,1
48.89847,2.38281,1
